Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
Georgia,0,0,0,2.54007827,5.234425359,11.96605822,36.15138557,67.62075777,121.3562958,214.5715737,358.6958317,612.9883049,886.0539821,1177.772279,1388.18226,1926.738988,2941.102946,1935.246273,1510.756432,719.8539733,,13909.05734,13916.83184
Germany,0,0,0,8.373776419,21.43719738,41.82030338,102.4344614,229.5538449,488.7754966,1099.810731,2626.470224,4481.820478,6382.302638,8753.386653,11739.43212,22475.65935,40141.81102,39957.36796,30279.68125,15492.51726,,184292.8438,184322.6548
Ghana,0,0,0,33.78703069,51.31299398,47.70801089,127.5734672,210.9733329,377.9946458,634.7596541,885.6796385,1086.5304,1574.31887,2067.265666,2290.735637,2301.186634,2071.026516,1347.883361,586.6707027,192.8705239,,15803.17706,15888.27709
Greece,0,0,0,0.717396844,7.240481371,15.79847932,38.95269817,95.52815739,196.7723463,372.9282112,598.8032706,804.6061757,1034.301912,1295.635017,1813.748102,2567.803739,4802.837982,6242.121096,4505.080166,1749.570781,,26134.48813,26142.44601
Greenland,0,0,0,0.003068055,0.009748257,0.027508638,0.078335788,0.223238132,0.532426246,1.346596841,4.208024398,5.93409665,7.289040357,6.56498782,7.042643705,7.257347643,6.513877179,5.569865972,2.608693668,0.861207652,,56.05789069,56.070707
Grenada,0,0,0,0.030715404,0.073273866,0.127019957,0.28670572,0.516770184,1.063570686,2.493539454,4.875492417,8.399076398,10.58210823,14.19659198,16.38760698,17.46837927,11.81563724,7.887275902,5.87575366,3.120052912,,105.095581,105.1995703
Guam,0,0,0,0.178717989,0.509063547,0.986054447,2.283400096,4.495054083,6.283586177,11.90215155,21.71076739,27.84799044,34.980509,37.08498837,34.85786126,31.56819104,35.83893904,32.69875117,22.83429118,14.32629852,,319.6988338,320.3866153
Guatemala,0,0,0,39.28764226,66.07594008,88.48571526,120.9000526,164.0744025,192.3284668,245.1642949,332.8876543,422.6128704,583.9667214,748.4733989,875.3878824,996.5946912,1798.429891,1658.021061,905.6626009,170.1087542,,9303.098458,9408.46204
Guinea,0,0,0,15.39533455,18.76409523,19.41093448,50.15134527,71.39675665,113.3591137,189.3488487,299.3182512,380.4849531,586.423425,755.4688756,854.8821842,792.0440309,735.2743995,543.004116,302.0433316,99.33949979,,5791.950066,5826.109495
Guinea-Bissau,0,0,0,2.984897519,4.273407279,4.634959591,12.34879492,20.57795943,32.16765154,51.01097385,70.69476159,87.74655034,113.1550683,130.6349246,134.5746527,112.2311746,83.65277856,50.01474263,19.9235027,5.7395132,,929.1080087,936.3663135
Guyana,0,0,0,0.629077567,1.927935277,3.495726356,5.534670019,10.3329026,22.93011598,42.78711223,76.89671586,114.8436881,134.5527972,151.820967,129.7536785,116.1525323,100.0314354,66.02533675,50.6449875,18.7125707,,1044.515236,1047.072249
Haiti,0,0,0,14.26564825,22.74491787,50.67080052,102.9175709,176.8116291,316.35099,486.366743,749.5065763,1016.325536,1361.219663,1576.78346,1506.159287,1375.43799,1210.215742,751.7860951,327.2551961,103.872393,,11111.67967,11148.69024
Honduras,0,0,0,7.497287319,12.51593688,17.76682628,30.92630749,50.08727206,99.13663547,185.2881756,297.143503,459.3000964,670.128661,861.4146796,1092.797541,1215.769552,1199.536591,833.6317549,426.6521879,146.8993393,,7586.479123,7606.492347
Hungary,0,0,0,0.855534362,2.976005785,9.69697982,26.64678954,66.72484856,188.8393586,375.5410966,673.7710761,1033.675306,1975.826474,2863.593882,3540.511644,5004.813442,6446.107379,7069.173123,4677.03979,1974.763012,,35926.7242,35930.55574
Iceland,0,0,0,0.044746431,0.134668149,0.258955082,0.456264996,1.125974845,2.017682491,4.118247933,7.155216314,12.48028895,18.49651578,25.30566195,33.30221764,41.71017635,58.96699369,89.55062408,79.85360977,61.31772291,,436.1161528,436.2955674
India,0,0,0,2436.040063,6447.381256,9680.822851,19836.03613,31138.96179,45973.84529,70082.01792,102895.5723,139406.638,165206.6021,193566.3838,201701.6459,194844.5212,181801.2852,97842.65828,46062.84305,10200.59104,,1510240.425,1519123.846
Indonesia,0,0,0,469.2891527,865.629394,1461.191359,2613.142471,4715.414417,8507.676817,12891.78457,18155.5958,23783.1784,27942.98159,30001.86393,29680.88755,30398.0151,26431.53625,17761.99818,7518.469002,2145.304097,,244009.0395,245343.9581
Iran (Islamic Republic of),0,0,0,149.1619724,215.1589704,365.4378887,792.3661037,1214.5838,1715.155477,2776.078725,4402.90827,6087.929853,8550.265422,9420.80933,10248.2993,13200.19484,16408.16815,15738.76429,8572.629407,2940.870147,,102434.461,102798.7819
Iraq,0,0,0,66.12952742,108.9892462,141.5863933,276.0854675,453.9329321,889.6922362,2158.543935,3082.259026,3969.0007,5227.515675,6068.59154,6397.393269,6027.999621,5193.665872,3824.643922,2097.924063,863.9881836,,46672.82284,46847.94161
Ireland,0,0,0,0.194172858,0.483989821,1.371169196,4.412672963,13.25369707,31.83085357,67.54466747,115.7429473,181.9998582,269.6184163,394.3752667,597.1248634,749.6093792,982.1973093,1119.619293,824.8170779,455.4942295,,5809.0117,5809.689863
Israel,0,0,0,0.746937368,1.904898422,2.928081924,6.845290872,17.44287495,32.70911449,59.46359171,104.9311747,150.5834969,243.1485352,378.4668139,551.5017096,612.3478388,1006.259962,1321.092766,1050.87615,624.6992311,,6163.296632,6165.948468
Italy,0,0,0,5.588147657,12.83332165,27.610708,69.05079442,143.2313172,338.9398872,706.8740038,1279.790569,1916.996091,2717.450732,4056.368242,6438.237462,10179.12043,17414.17876,23743.70417,20906.52843,11202.21447,,101140.2961,101158.7175
Jamaica,0,0,0,0.562607972,1.473042462,3.120385335,7.635705502,12.53598546,22.85403277,45.01594637,72.15183042,111.3215834,145.9714133,174.4123214,226.168989,239.2591106,270.9129722,283.1967333,241.6580094,251.1102964,,2107.325315,2109.360965
Japan,0,0,0,11.73591897,33.69967922,59.10242317,135.351216,276.5645387,642.0310078,1300.767782,1854.323401,2486.873563,3804.516244,6527.895338,10452.35726,15484.29162,21643.28702,28909.35879,27711.69974,19254.39512,,140542.8151,140588.2507
Jordan,0,0,0,7.814955611,13.20728599,22.38018435,52.37999815,91.51989743,169.3762834,318.3354022,447.796703,536.1099174,602.7310848,728.3214015,803.2054314,884.0431756,699.5052634,438.9811487,208.1402678,87.10963532,,6089.935794,6110.958036
Kazakhstan,0,0,0,5.748333972,16.47754601,45.04426631,129.2666074,242.5710582,428.753685,748.441546,1237.23279,2075.671876,2809.769385,3586.131721,3337.382783,4815.880215,6888.630712,3700.167196,2464.384548,515.6123515,,33024.94074,33047.16662
