GEOID10,Base_HNO3_mol,Base_NH3f_mol,Base_NO3_mol
37159,0.03325951042832159,0.08607415506463946,0.020655836808544586
37161,0.03180989661024979,0.023309421640063444,0.010544093359796945
37163,0.018905890530231045,0.5007301306028498,0.018905890530231045
37165,0.021103581015140635,0.12809696555543354,0.0209210841893426
37167,0.027336630564838295,0.1434279544779144,0.026285695232610238
37169,0.029859634533016623,0.04491277729303893,0.013186149949396452
37171,0.029392667064245107,0.09916891602131381,0.020953652218347822
37173,0.02727013699247298,0.015041061463312716,0.008134696422022181
37175,0.02898895194233003,0.005829842961791842,0.007236920625684636
37177,0.014041209471444757,0.023375883547823287,0.005687177799078993
37179,0.028898834078958182,0.21263334201824202,0.028898834078958182
37181,0.024153836432014245,0.04818406316986157,0.011780674351462716
37183,0.02458211118263523,0.09548332973936209,0.0183052815449652
37185,0.02292693487779187,0.05298094989400226,0.012004239049619322
37187,0.016213557463558813,0.0860372758164414,0.013539781061310246
37189,0.030527033105545963,0.039103381641303434,0.012538895877938955
37191,0.019696836837406865,0.41463569986661175,0.019696836837406865
37193,0.029643247767073753,0.1607462580953869,0.029643247767073753
37195,0.020856415629384045,0.15772332199793615,0.020856415629384045
37197,0.03128989494981347,0.15586593681889388,0.030322469539151183
37199,0.03449725312306407,0.010915584581834531,0.009326357603731938
38001,0.0038209591846576877,0.03136194536063672,0.0035865307318762216
38003,0.006448965010138095,0.07419428028780647,0.006448965010138095
38005,0.004665026620142128,0.05145206759803243,0.004665026620142128
38007,0.003960817201349243,0.02528233410221302,0.0030934982913095868
38009,0.003640640190663508,0.0335222552581986,0.003640640190663508
38011,0.0037545828739059804,0.026670661609400945,0.00315737484017155
38013,0.0035626331181079457,0.025362417413613784,0.0029896572909087426
38015,0.004626948748125042,0.04264595791313269,0.004626948748125042
38017,0.008431752461561285,0.13144777412300265,0.008431752461561285
38019,0.003945056134587403,0.061120760390912965,0.003945056134587403
38021,0.005897316163021994,0.08317976116873697,0.005897316163021994
38023,0.0032974520498586886,0.015793007281036213,0.0020899699264363453
38025,0.0038657094728191182,0.026479536045511648,0.003171907602886684
38027,0.00516430351186104,0.057204336122934824,0.00516430351186104
38029,0.0046310478820354205,0.04392496979492004,0.0046310478820354205
38031,0.00534834441372219,0.05804627151255455,0.00534834441372219
38033,0.003959161695347798,0.023579064774506338,0.0029434679879201406
38035,0.006125690119467074,0.12708312467540925,0.006125690119467074
38037,0.003888144440978487,0.030602921226448702,0.0035396304605135737
38039,0.005772002586483309,0.06710346238713868,0.005772002586483309
38041,0.0038068530448362595,0.03231957857944288,0.0036661689925372555
38043,0.005079665171962589,0.041896822700844494,0.004906357752364775
38045,0.005845638385755779,0.07021156396639312,0.005845638385755779
38047,0.005219381423963083,0.05193101876746828,0.005219381423963083
38049,0.00414093629691729,0.04033643685483834,0.00414093629691729
38051,0.005009402014636124,0.06091352997167898,0.005009402014636124
38053,0.0040371169228660365,0.021454685854550418,0.002777929583113767
38055,0.004108086607093086,0.03263718417154596,0.0037828351074332273
38057,0.004115253958775312,0.034950576258812024,0.003988921865787542
38059,0.004423867709158769,0.03988815187108906,0.004423867709158769
38061,0.003953877229647691,0.022875717861633362,0.0028802633866929577
38063,0.005218549091373869,0.0642639291083684,0.005218549091373869
38065,0.004490675837683024,0.04682590276392063,0.004490675837683024
38067,0.004184328734706218,0.09111752392819679,0.004184328734706218
38069,0.004207159984354897,0.03938614286258299,0.004207159984354897
38071,0.0045993313646005484,0.05348129739188294,0.0045993313646005484
38073,0.006814465047564983,0.0953012357946297,0.006814465047564983
38075,0.003940447504608271,0.028720667265707277,0.003389614289128216
38077,0.00779818272775101,0.13131871357504565,0.00779818272775101
38079,0.003627699885411786,0.036680989389866386,0.003627699885411786
38081,0.006691685422600122,0.09629999400181688,0.006691685422600122
38083,0.004310860747336236,0.037682391929757156,0.00428976056706046
38085,0.004228463540306014,0.03245028578713498,0.0038018282156806666
